projectname,Abstract,origin_label,datasetname
carbondata,build failed with spark please check http job,no,ds-03-pr
activemq-artemis,michaelandrepearce this just code cleanup nothing that would bring any value release notes commit itself would enough record change here someone creating jira would task not improvement not feature not bug value release notes,yes,ds-03-pr
pulsar,comment,no,ds-03-pr
flink,thanks your contribution zentol ive gone over code and made some inline comments main concern question actually representation metrics type and hierarchy information think that encoding string and then parsing receiver side reconstruct information rather fragile and error prone especially wrt maintainability maybe you can give some background why you decided apart from that think code contains many tests which really like,yes,ds-03-pr
React,this pull request automatically built and testable codesandbox see build info built libraries click here icon next each commit sha latest deployment this branch based commit sandbox source react configuration,no,ds-05-PRC
nifi,nifi aws clients now work with private link endpoints vpc,no,ds-03-pr
spark,retest this please,no,ds-03-pr
Kafka,starting position position from last time index entry not guaranteed that can find timestamp lasttimeindexentry timestamp,no,ds-05-PRC
React,okay swapped use warning fixed tests and rebased master sebmarkbage looks now ?,yes,ds-05-PRC
spark,there not one single alter table command there are many stopped counting parser gives pretty good trees match instance alter table table name unset tblproperties comment test gives lets split this code matching tok altertable tokens result should alot easier understand,no,ds-03-pr
Spark,gaborgsomogyi what you think this point ?,no,ds-05-PRC
airflow,dear airflow maintainers master branch https travis org apache incubator airflow jobs ran tests this branch https travis org apache incubator airflow jobs ran tests also fixes few subtle bugs not captured already enabled tests,no,ds-03-pr
airflow,airflow fix sparksubmithook logging deadlock,no,ds-03-pr
airflow,ashb not sure why static checks are failing docker lint any insights ?,no,ds-03-pr
React,see after reading your comment had thought that before calling component constructor could check see component was stateless function and set flag that component rendering but see how thats not currently possible because dont know component stateless until after youve called believe understand now why current implementation exists that case think youre right should sufficient update error message will close this and open separate one,yes,ds-05-PRC
kafka,looks like there are conflicts are still trying merge this ?,no,ds-03-pr
activemq-artemis,artemis avoid using raw types persister,no,ds-03-pr
spark,think some cases unnecessary executor side reduce might invoke additional map task although just returns single element this just minor concern other thing takeordered introduced into rdd api earlier than treereduce guess may not consider use treereduce this place before nature takeordered that sequences elements are collected driver and reduced sounds good fit treereduce can partially reduce before collecting driver there overhead but sounds like trade off driver side usually bottleneck such case driver side reduce not parallel and also bound local memory all data totally okay close this doesnt sound good direction,yes,ds-03-pr
spark,before this after this,no,ds-03-pr
Kafka,guozhangwang turns out had bit logging going with logging numbers from runs are with shutdown seconds avg with suspend seconds avg thats around improvement,no,ds-05-PRC
spark,very cool however part simplification effort remove this altogether only creating dstream,no,ds-03-pr
Spark,thanks reviewing and merging !,no,ds-05-PRC
pulsar,url was contained this doc brokers method inject javadoc pulsaradmin admin org apache pulsar client admin pulsaradmin html object java api,no,ds-03-pr
ignite,https issues apache org jira browse ignite marked following events internal evt cluster activated evt cluster deactivated evt baseline changed evt cluster state changed there are discovery events that are listened all nodes will useful include these events listen all nodes default too all them are rare system and cluster wide,no,ds-03-pr
karaf,backport fix issue karaf into karaf branch,no,ds-03-pr
Spark,youre right does already include original tbh blockmanager replicate subtracts one from number put here and not sure what logic behind that have updated comment reflect that have add get replica one new executor,yes,ds-05-PRC
spark,this patch passes all tests this patch merges cleanly this patch adds public classes,no,ds-03-pr
kafka,this check makes sure code always stays sync however can make great code reviews like yours this static check should unnecessary will remove this painful check also next commit,yes,ds-03-pr
kafka,rep onurkaraman removegroup should always guarded group lock inside groupcoordinator while getgroup and addgroup are not since group object not available yet will make that more clear comments rep junrao ack,yes,ds-03-pr
tvm,relay add operators full and full like,no,ds-03-pr
Spark,way out curiosity tested things out cluster workers cores ram total with columns million doubles each nan occurrence reading from parquet file not cached fit takes about seconds per column secs while transform takes secs cached fit sec transform sec,no,ds-05-PRC
flink,add blank before and after,no,ds-03-pr
openwhisk,note that namespace and action would remain same all test though cleanup after each run may better use different name each test run,yes,ds-03-pr
Kafka,junrao please check that this,no,ds-05-PRC
beam,run java precommit,no,ds-03-pr
incubator-mxnet,are you using any functions this library ? not please get rid this line,yes,ds-03-pr
spark,test,no,ds-03-pr
druid,fix maxbytesinmemory heap overhead all sinks and hydrants check,no,ds-03-pr
nifi,automaticgiant unfortunately exec command added into nifi broke nifi restart work properly tried fixing with this confirmed that exec taking its effect but not sure still work you expected whether nifi run can supervised runit etc would you try this and check works ? thank you advance,no,ds-03-pr
React,guess rust waker thing you call then essentially its thing woken guess wakeable fine its thing that will some point trigger wake waker,no,ds-05-PRC
ambari,venkatasairamlanka please help review merge this trunk and branch ref https reviews apache org,no,ds-03-pr
pulsar,pulsarbot run failure checks,no,ds-03-pr
spark,this patch fails build this patch merges cleanly this patch adds public classes,no,ds-03-pr
spark,marmbrus,no,ds-03-pr
beam,retest this please,no,ds-03-pr
Kafka,nevertheless path through makeleader seems unsafe without epoch bump another case which blindly overrides current isr state this makes sense when there epoch bump but not otherwise and could lead exposing uncommitted data wed also need fix logging since would confusing otherwise all all think its best take another route updating topicid latest commit does,yes,ds-05-PRC
camel-quarkus,description,no,ds-03-pr
helix,five improvements,no,ds-03-pr
incubator-mxnet,mozga intel let know once comments are addressed and can take another look then,no,ds-03-pr
flink,thanks comments aljoscha integrated them and will merge soon,no,ds-03-pr
React,accidental ?,no,ds-05-PRC
incubator-pinot,realtime consuming segment first add value dictionary then update inverted index query column with inverted index possible that inverted index has not been generated fix filter out all null inverted index this will not affect accuracy results because just ignore single under indexing record,no,ds-03-pr
beam,kennknowles,no,ds-03-pr
cloudstack,packaging result centos debian jid,no,ds-03-pr
incubator-mxnet,can get rid win gpu mkldnn tests altogether but that still leaves with flakiness win gpu can seen these builds roughly same code this same windows ami below are results far win gpu win gpu mkldnn build number link http jenkins mxnet amazon com blue organizations jenkins mxnet validation fwindows gpu detail pipeline http jenkins mxnet amazon com blue organizations jenkins mxnet validation fwindows gpu detail pipeline http jenkins mxnet amazon com blue organizations jenkins mxnet validation fwindows gpu detail pipeline http jenkins mxnet amazon com blue organizations jenkins mxnet validation fwindows gpu detail pipeline ofcourse your tests local have different story tell,yes,ds-03-pr
storm,storm tridentkafkaemitter should catch,no,ds-03-pr
spark,should have test against dataframe with binary column ? this test that dapplycollect dataframe with list columns should say bytes column binary column ?,no,ds-03-pr
hbase,intentional changes txt has changes you are interested,no,ds-03-pr
React,alexburner thanks think this change technically correct and line with our docs state think this example can further simplified while were this setstate prevstate checked ! prevstate checked using object assign seems unnecessary here though may want keep verbose were trying make clear that shouldnt mutate state but thats case this isnt really right doc that gaearon lacker,yes,ds-05-PRC
airflow,airflow xxx add section updating regarding timezones,no,ds-03-pr
React,unclear didnt replace this string properly before explicitly escaped,yes,ds-05-PRC
Kafka,isnt there potential npe here wait true ! haspatternqueries ?,yes,ds-05-PRC
parquet-mr,nice costimuraru problem with copyright just long this gets merged happy one less reason keep our internal parquet fork ! cheers !,no,ds-03-pr
Kafka,not sure why need pass around streamsmetricsimpl from streamthread everywhere else now ?,yes,ds-05-PRC
nutch,description,no,ds-03-pr
beam,nitpick there should blank line above comment like before,yes,ds-03-pr
Spark,understand what you mean way see this this reducing scope table interface specify named entity then can split out specify structural information because its orthogonal,no,ds-05-PRC
beam,changes include add kafkacommitoffset transform which expands pcollection kafkarecord map long offset windowinto min fixwindow max longsperkey commitoffsetdofn change readfromkafkadofn output kafkarecord instead kafkarecord only add commit offset expansion kafkaio pardo readfromkafkadofn reshuffle map output kafkarecord output kafkacommitoffset note that this expansion not supported when using lang dataflow aromanenko dev lukecwik thank you your contribution ! follow this checklist help incorporate your contribution quickly and easily see contributor guide https beam apache org contribute more tips how make review process smoother https beam apache org contribute make reviewers job easier post commit tests status master branch lang sdk dataflow flink samza spark twister ! build status https beam apache org job beam postcommit lastcompletedbuild badge icon https beam apache org job beam postcommit lastcompletedbuild ! build status https beam apache org job beam postcommit flink lastcompletedbuild badge icon https beam apache org job beam postcommit flink lastcompletedbuild ! build status https beam apache org job beam postcommit spark lastcompletedbuild badge icon https beam apache org job beam postcommit spark lastcompletedbuild java ! build status https beam apache org job beam postcommit java lastcompletedbuild badge icon https beam apache org job beam postcommit java lastcompletedbuild ! build status https beam apache org job beam postcommit java validatesrunner dataflow lastcompletedbuild badge icon https beam apache org job beam postcommit java validatesrunner dataflow lastcompletedbuild ! build status https beam apache org job beam postcommit java validatesrunner dataflow java lastcompletedbuild badge icon https beam apache org job beam postcommit java validatesrunner dataflow java lastcompletedbuild ! build status https beam apache org job beam postcommit java validatesrunner flink lastcompletedbuild badge icon https beam apache org job beam postcommit java validatesrunner flink lastcompletedbuild ! build status https beam apache org job beam postcommit java validatesrunner flink java lastcompletedbuild badge icon https beam apache org job beam postcommit java validatesrunner flink java lastcompletedbuild ! build status https beam apache org job beam postcommit java pvr flink batch lastcompletedbuild badge icon https beam apache org job beam postcommit java pvr flink batch lastcompletedbuild ! build status https beam apache org job beam postcommit java pvr flink streaming lastcompletedbuild badge icon https beam apache org job beam postcommit java pvr flink streaming lastcompletedbuild ! build status https beam apache org job beam postcommit java validatesrunner samza lastcompletedbuild badge icon https beam apache org job beam postcommit java validatesrunner samza lastcompletedbuild ! build status https beam apache org job beam postcommit java validatesrunner spark lastcompletedbuild badge icon https beam apache org job beam postcommit java validatesrunner spark lastcompletedbuild ! build status https beam apache org job beam postcommit java pvr spark batch lastcompletedbuild badge icon https beam apache org job beam postcommit java pvr spark batch lastcompletedbuild ! build status https beam apache org job beam postcommit java validatesrunner lastcompletedbuild badge icon https beam apache org job beam postcommit java validatesrunner lastcompletedbuild ! build status https builds apache org job beam postcommit java validatesrunner twister lastcompletedbuild badge icon https builds apache org job beam postcommit java validatesrunner twister lastcompletedbuild python ! build status https beam apache org job beam postcommit python lastcompletedbuild badge icon https beam apache org job beam postcommit python lastcompletedbuild ! build status https beam apache org job beam postcommit python lastcompletedbuild badge icon https beam apache org job beam postcommit python lastcompletedbuild ! build status https beam apache org job beam postcommit python lastcompletedbuild badge icon https beam apache org job beam postcommit python lastcompletedbuild ! build status https beam apache org job beam postcommit python lastcompletedbuild badge icon https beam apache org job beam postcommit python lastcompletedbuild ! build status https beam apache org job beam postcommit python lastcompletedbuild badge icon https beam apache org job beam postcommit python lastcompletedbuild ! build status https beam apache org job beam postcommit dataflow lastcompletedbuild badge icon https beam apache org job beam postcommit dataflow lastcompletedbuild ! build status https beam apache org job beam postcommit dataflow lastcompletedbuild badge icon https beam apache org job beam postcommit dataflow lastcompletedbuild ! build status https beam apache org job beam postcommit valcont lastcompletedbuild badge icon https beam apache org job beam postcommit valcont lastcompletedbuild ! build status https beam apache org job beam precommit python pvr flink cron lastcompletedbuild badge icon https beam apache org job beam precommit python pvr flink cron lastcompletedbuild ! build status https beam apache org job beam postcommit python flink lastcompletedbuild badge icon https beam apache org job beam postcommit python flink lastcompletedbuild ! build status https beam apache org job beam postcommit python spark lastcompletedbuild badge icon https beam apache org job beam postcommit python spark lastcompletedbuild xlang ! build status https beam apache org job beam postcommit xvr direct lastcompletedbuild badge icon https beam apache org job beam postcommit xvr direct lastcompletedbuild ! build status https beam apache org job beam postcommit xvr flink lastcompletedbuild badge icon https beam apache org job beam postcommit xvr flink lastcompletedbuild ! build status https beam apache org job beam postcommit xvr spark lastcompletedbuild badge icon https beam apache org job beam postcommit xvr spark lastcompletedbuild pre commit tests status master branch java python website non portable ! build status https beam apache org job beam precommit java cron lastcompletedbuild badge icon https beam apache org job beam precommit java cron lastcompletedbuild ! build status https beam apache org job beam precommit python cron lastcompletedbuild badge icon https beam apache org job beam precommit python cron lastcompletedbuild ! build status https beam apache org job beam precommit pythonlint cron lastcompletedbuild badge icon https beam apache org job beam precommit pythonlint cron lastcompletedbuild ! build status https beam apache org job beam precommit pythondocker cron badge icon https beam apache org job beam precommit pythondocker cron lastcompletedbuild ! build status https beam apache org job beam precommit cron lastcompletedbuild badge icon https beam apache org job beam precommit cron lastcompletedbuild ! build status https beam apache org job beam precommit website cron lastcompletedbuild badge icon https beam apache org job beam precommit website cron lastcompletedbuild portable ! build status https beam apache org job beam precommit portable python cron lastcompletedbuild badge icon https beam apache org job beam precommit portable python cron lastcompletedbuild see test infra jenkins readme https github com apache beam blob master test infra jenkins readme trigger phrase status and link all jenkins jobs github actions tests status master branch see https github com apache beam blob master more information about github actions,no,ds-03-pr
Spark,jayv see wonder forwarding all spark properties will fix,no,ds-05-PRC
incubator-brooklyn,what this ? docs config local yml used anywhere ?,no,ds-03-pr
flink,godfreyhe comments addressed,no,ds-03-pr
spark,test passed refer this link build results access rights server needed https amplab berkeley edu jenkins job test passed,no,ds-03-pr
camel-quarkus,think should first discuss whether quarkus jaxp extension would not better place this apparently quarkus jaxp extension does not exist yet looks like they put jaxp stuff into their jaxb extension think should propose splitting their jaxb into jaxb and jaxp and then put saxmessages registration new quarkus jaxp extension wdyt jamesnetherton ?,no,ds-03-pr
flink,fix some typo errors make context consistent some are streamofwords but some are datastreamofwords,yes,ds-03-pr
kafka,streams system tests above are green,no,ds-03-pr
arrow,easy read but buggy int bug int long max value bug will,no,ds-03-pr
spark,gatorsmile could you review this create table location document issue when you have sometime ?,no,ds-03-pr
React,spicyj you know safe ?,no,ds-05-PRC
spark,test passed refer this link build results access rights server needed https amplab berkeley edu jenkins job test passed,no,ds-03-pr
arrow,ive fixed,no,ds-03-pr
React,this should also include react purecomponent new exactly like react component but implements with shallow comparison equivalent class with purerendermixin existing docs describe,no,ds-05-PRC
airflow,basph ptal https github com apache incubator airflow pull,no,ds-03-pr
beam,refer this link build results access rights server needed https builds apache org job beam precommit java maveninstall none,no,ds-03-pr
React,sure,no,ds-05-PRC
Kafka,hachikuji thanks review addressed comments,no,ds-05-PRC
ambari,refer this link build results access rights server needed https builds apache org job ambari github pullrequest builder test failed test failured,no,ds-03-pr
beam,beam add bundleprocessor sdkharnessclient,no,ds-03-pr
tajo,review,no,ds-03-pr
Spark,lgtm btw youre hero,no,ds-05-PRC
Kafka,java following tests failed kafka api kafka api kafka server logdirfailuretest org apache kafka streams scala kstreamtest join kstreams should join correctly records java following tests failed kafka api kafka api kafka api retest this please,yes,ds-05-PRC
Spark,hvanhovell hyukjinkwon thanks review simply following usage string other functions spark sql describe function first function first class org apache spark sql catalyst expressions aggregate first usage first expr return,no,ds-05-PRC
lucene-solr,lets validate that all terms have field field directly take list bytesrefs ?,no,ds-03-pr
React,promiseindexes list indexes into promises believe this correct,no,ds-05-PRC
fineract,ekhacoop welcome apache fineract community ! looks like you are trying make your first contribution this git repository ? however this pull request empty there are files changed above therefore closing this look forward receiving more contributions from you future !,no,ds-03-pr
carbondata,carbondata carbondata carbonstore and internalcarbonstore api,no,ds-03-pr
Spark,lgtm thanks,no,ds-05-PRC
hadoop,thanks aajisaka merged this,no,ds-03-pr
beam,believe setting compile scope redundant,yes,ds-03-pr
carbondata,refer this link build results access rights server needed https builds apache org job carbondata spark,no,ds-03-pr
accumulo,cradal there are several comments from older iterations this that are possibly longer relevant those conversations you have already incorporated suggestions you can mark them resolved that way doesnt show them prominently that will make easier track current ongoing discussions related latest iteration this,no,ds-03-pr
shardingsphere,remove,no,ds-03-pr
carbondata,build success with spark please check http job,no,ds-03-pr
spark,added thread name,no,ds-03-pr
attic-apex-malhar,changed author malharjenkins,no,ds-03-pr
React,this ready review production bundle diff https gist github com gaearon dadf fac dfa revisions,no,ds-05-PRC
spark,its very rare mark class final especially private one there reason that ? makes other things like mocking class tests more complicated example,yes,ds-03-pr
spark,rdblue yea its possible this try adopt your suggestion make clear that tableprovider gettable should take all table metadata method signature becomes tableprovider has another gettable method which needs infer schema partitioning and previously method signature was make consistent change use properties map string string also rename loadtable since need touch many files anyway can still keep old method signature with todo change later that this can much smaller,yes,ds-03-pr
Spark,? ?,no,ds-05-PRC
Spark,think its merge when youre ready,no,ds-05-PRC
activemq-artemis,may have them from legacy someone put there but you were designing collections class youd design fashion focussed just logic needs have and any interaction needed supplied generically your case you need generic method remove predicate simplestring predicate this collection class reality apply same rules engagement anything that field flag and method check really should move coremessage its only used there doing that would mean you can still get your benefit then check stays coremessage this would really clean typedproperties just having fields really should only care keeping clean,yes,ds-03-pr
spark,merging master,no,ds-03-pr
React,doesnt break devtools but does start showing top level wrapper switched this explicit flag wrapper type and updated devtools support this new flag facebook react devtools,yes,ds-05-PRC
cloudstack,makes sense contents covoured didnt give that any attention rafaelweingartner,no,ds-03-pr
spark,ueshin srowen hyukjinkwon please review,no,ds-03-pr
Kafka,this seems unused ?,yes,ds-05-PRC
airflow,graph view mouseover task should increase stroke width upstream downstream,no,ds-03-pr
guacamole-client,modify start time history session match guac date and guac time parameter tokens,no,ds-03-pr
spark,joshrosen mlnick batch size here only affects transient data when writing and serialization shouldnt done data already pickle format batch serialized not uploading patch that effect since batch size has effect data persisted files not exposing users see you have any further comments and you have better suggestion default size let know mateiz what you suggested exposing batch size reading ill work that next,no,ds-03-pr
flink,could you add short comment this field explain why need this ? same catalogschematable example,yes,ds-03-pr
iceberg,have some strange classpath issues with orc our test classpath make things worse when attempt debug issue debug console does not have same issue and can call missing method without issue,no,ds-03-pr
Kafka,you raised separate question about whether should strict permissive suppression node actually has multiple parents which specify two different grace periods favored strict because think this makes situation more debuggable and comprehensible but you are correct stating that its not correctness issue since grace period doesnt affect key this reason would with logging warning and just using larger grace period consideration need weigh that situation with two different windowed tables getting merged joined assuming they only differ grace period how can ensure that all operators follow same strategy taking larger grace period affects windowed store retention well suppression think taking larger reasonably obvious choice maybe its not big deal though,yes,ds-05-PRC
Kafka,nit its little surprising see nullgroupinstanceid and groupinstanceid length same expression expect that npe didnt see how called think suggest inverting this instead nullgroupinstanceid how about ? then this becomes memberassignment groupinstanceid length,yes,ds-05-PRC
